Date,Attribute,Value
7/1/2014,Tasmania,7.0894326
7/1/2014,Northern Territory,5.4935682
7/1/2014,Australian Capital Territory,3.9192915
8/1/2014,Australia,5.962906
8/1/2014,New South Wales,5.5863671
8/1/2014,Victoria,6.7597625
8/1/2014,Queensland,6.3917087
8/1/2014,South Australia,5.6865415
8/1/2014,Western Australia,4.7501768
8/1/2014,Tasmania,6.973398
8/1/2014,Northern Territory,3.9900315
8/1/2014,Australian Capital Territory,5.0798892
9/1/2014,Australia,6.0782219
9/1/2014,New South Wales,5.7971661
9/1/2014,Victoria,6.7497665
9/1/2014,Queensland,6.234067
9/1/2014,South Australia,6.5159797
9/1/2014,Western Australia,4.9937726
9/1/2014,Tasmania,7.4204313
9/1/2014,Northern Territory,3.4851952
9/1/2014,Australian Capital Territory,4.8108208
10/1/2014,Australia,6.1124438
10/1/2014,New South Wales,5.7435624
10/1/2014,Victoria,6.6167115
10/1/2014,Queensland,6.7389499
10/1/2014,South Australia,6.6743943
10/1/2014,Western Australia,4.8578419
10/1/2014,Tasmania,6.4043391
10/1/2014,Northern Territory,2.915408
10/1/2014,Australian Capital Territory,5.6639755
11/1/2014,Australia,5.8816251
11/1/2014,New South Wales,5.8298187
11/1/2014,Victoria,6.3120178
11/1/2014,Queensland,6.2314477
11/1/2014,South Australia,6.4123217
11/1/2014,Western Australia,4.4671544
11/1/2014,Tasmania,6.6712422
11/1/2014,Northern Territory,3.7120488
11/1/2014,Australian Capital Territory,4.0553276
12/1/2014,Australia,5.8802479
12/1/2014,New South Wales,5.7140314
12/1/2014,Victoria,6.1999706
12/1/2014,Queensland,5.9608096
12/1/2014,South Australia,6.5440072
12/1/2014,Western Australia,5.4860474
12/1/2014,Tasmania,6.5532387
12/1/2014,Northern Territory,3.250562
12/1/2014,Australian Capital Territory,4.0443082
1/1/2015,Australia,6.807303
1/1/2015,New South Wales,6.7175092
1/1/2015,Victoria,7.1205062
1/1/2015,Queensland,6.9059464
1/1/2015,South Australia,8.1083296
1/1/2015,Western Australia,5.8741097
1/1/2015,Tasmania,7.1419529
1/1/2015,Northern Territory,3.9838103
1/1/2015,Australian Capital Territory,4.9514957
2/1/2015,Australia,6.6670329
2/1/2015,New South Wales,6.6419324
2/1/2015,Victoria,6.2936817
2/1/2015,Queensland,7.3811027
2/1/2015,South Australia,7.2046125
2/1/2015,Western Australia,6.3572296
2/1/2015,Tasmania,6.7985112
2/1/2015,Northern Territory,4.4765375
2/1/2015,Australian Capital Territory,5.5041051
3/1/2015,Australia,6.4666939
3/1/2015,New South Wales,6.1771525
3/1/2015,Victoria,6.6298746
3/1/2015,Queensland,7.1757194
3/1/2015,South Australia,6.626773
3/1/2015,Western Australia,6.007034
3/1/2015,Tasmania,6.5039472
3/1/2015,Northern Territory,4.3319378
3/1/2015,Australian Capital Territory,4.9066954
4/1/2015,Australia,6.1290992
4/1/2015,New South Wales,5.7594499
4/1/2015,Victoria,6.2953226
4/1/2015,Queensland,6.432681
4/1/2015,South Australia,7.1318849
4/1/2015,Western Australia,5.8910579
4/1/2015,Tasmania,7.1435344
4/1/2015,Northern Territory,4.5405975
4/1/2015,Australian Capital Territory,4.2949103
5/1/2015,Australia,5.8360975
5/1/2015,New South Wales,5.6347512
5/1/2015,Victoria,5.8251542
5/1/2015,Queensland,6.168567
5/1/2015,South Australia,7.5605327
5/1/2015,Western Australia,5.0045003
5/1/2015,Tasmania,6.5611346
5/1/2015,Northern Territory,4.433718
5/1/2015,Australian Capital Territory,4.3408369
6/1/2015,Australia,5.8457698
6/1/2015,New South Wales,5.6233038
6/1/2015,Victoria,5.732094
6/1/2015,Queensland,5.862777
6/1/2015,South Australia,7.9210055
6/1/2015,Western Australia,5.7600255
6/1/2015,Tasmania,6.4285067
6/1/2015,Northern Territory,4.7488497
6/1/2015,Australian Capital Territory,3.603596
7/1/2015,Australia,6.152486
7/1/2015,New South Wales,5.7744455
7/1/2015,Victoria,6.224333
7/1/2015,Queensland,6.207233
7/1/2015,South Australia,7.8773776
7/1/2015,Western Australia,6.3453676
7/1/2015,Tasmania,6.3649899
7/1/2015,Northern Territory,3.8208677
7/1/2015,Australian Capital Territory,4.5314632
8/1/2015,Australia,6.1006634
8/1/2015,New South Wales,5.8721604
8/1/2015,Victoria,5.9992349
8/1/2015,Queensland,6.2588329
8/1/2015,South Australia,7.6911604
8/1/2015,Western Australia,5.9043527
8/1/2015,Tasmania,6.2597409
8/1/2015,Northern Territory,4.9193892
8/1/2015,Australian Capital Territory,5.4197571
9/1/2015,Australia,6.0166183
9/1/2015,New South Wales,5.6798276
9/1/2015,Victoria,6.2104782
9/1/2015,Queensland,6.0728956
9/1/2015,South Australia,7.3892652
9/1/2015,Western Australia,5.8841634
9/1/2015,Tasmania,5.7905992
9/1/2015,Northern Territory,4.9560362
9/1/2015,Australian Capital Territory,5.0802884
10/1/2015,Australia,5.6738675
10/1/2015,New South Wales,5.3701819
10/1/2015,Victoria,5.3769939
10/1/2015,Queensland,5.8514596
10/1/2015,South Australia,7.5352998
10/1/2015,Western Australia,5.9566406
10/1/2015,Tasmania,6.3342829
10/1/2015,Northern Territory,3.4109562
10/1/2015,Australian Capital Territory,4.9559916
11/1/2015,Australia,5.4583129
11/1/2015,New South Wales,4.9312915
11/1/2015,Victoria,5.8340699
11/1/2015,Queensland,5.3624469
11/1/2015,South Australia,6.8663463
11/1/2015,Western Australia,5.5315852
11/1/2015,Tasmania,6.4236926
11/1/2015,Northern Territory,3.6170745
11/1/2015,Australian Capital Territory,4.6656556
12/1/2015,Australia,5.5231365
12/1/2015,New South Wales,4.9184632
12/1/2015,Victoria,5.7712416
12/1/2015,Queensland,5.5162392
12/1/2015,South Australia,6.9092257
12/1/2015,Western Australia,5.9554123
12/1/2015,Tasmania,6.7354729
12/1/2015,Northern Territory,3.2578117
12/1/2015,Australian Capital Territory,4.7939243
1/1/2016,Australia,6.4893558
1/1/2016,New South Wales,5.9758861
1/1/2016,Victoria,6.9279226
1/1/2016,Queensland,6.8638261
1/1/2016,South Australia,7.2352539
1/1/2016,Western Australia,6.1467213
1/1/2016,Tasmania,6.9628506
1/1/2016,Northern Territory,4.3665685
1/1/2016,Australian Capital Territory,5.1778958
2/1/2016,Australia,6.1724586
2/1/2016,New South Wales,5.6240913
2/1/2016,Victoria,6.1860829
2/1/2016,Queensland,6.1859437
2/1/2016,South Australia,7.9126052
2/1/2016,Western Australia,6.6490037
2/1/2016,Tasmania,7.1404382
2/1/2016,Northern Territory,5.0842264
2/1/2016,Australian Capital Territory,5.4260161
3/1/2016,Australia,5.9984326
3/1/2016,New South Wales,5.436768
3/1/2016,Victoria,5.9961019
3/1/2016,Queensland,6.6929247
3/1/2016,South Australia,7.3010869
3/1/2016,Western Australia,5.8649867
3/1/2016,Tasmania,6.6812441
3/1/2016,Northern Territory,4.8063623
3/1/2016,Australian Capital Territory,3.9990622
4/1/2016,Australia,5.6697032
4/1/2016,New South Wales,5.1305242
4/1/2016,Victoria,5.6762826
4/1/2016,Queensland,6.3932727
4/1/2016,South Australia,6.5202736
4/1/2016,Western Australia,5.7099041
4/1/2016,Tasmania,6.1493861
4/1/2016,Northern Territory,4.121714
4/1/2016,Australian Capital Territory,3.9702825
5/1/2016,Australia,5.6243389
5/1/2016,New South Wales,5.0341295
5/1/2016,Victoria,5.6849195
5/1/2016,Queensland,6.2637429
5/1/2016,South Australia,6.7953582
5/1/2016,Western Australia,5.7273401
5/1/2016,Tasmania,6.1315433
5/1/2016,Northern Territory,3.622383
5/1/2016,Australian Capital Territory,3.7509886
6/1/2016,Australia,5.541955
6/1/2016,New South Wales,5.0348001
6/1/2016,Victoria,5.3955978
6/1/2016,Queensland,6.2597899
6/1/2016,South Australia,6.9912245
6/1/2016,Western Australia,5.567955
6/1/2016,Tasmania,6.540314
6/1/2016,Northern Territory,3.6121207
6/1/2016,Australian Capital Territory,3.0720074
7/1/2016,Australia,5.5796127
7/1/2016,New South Wales,5.0255037
7/1/2016,Victoria,5.7361088
7/1/2016,Queensland,5.8313234
7/1/2016,South Australia,6.3345007
7/1/2016,Western Australia,6.3666388
7/1/2016,Tasmania,5.976621
7/1/2016,Northern Territory,3.4389002
7/1/2016,Australian Capital Territory,3.5269963
8/1/2016,Australia,5.6183111
8/1/2016,New South Wales,4.9729926
8/1/2016,Victoria,5.6036483
8/1/2016,Queensland,6.0850153
8/1/2016,South Australia,6.7143284
8/1/2016,Western Australia,6.1848694
8/1/2016,Tasmania,7.2476328
8/1/2016,Northern Territory,3.936539
8/1/2016,Australian Capital Territory,3.6305706
9/1/2016,Australia,5.5130085
9/1/2016,New South Wales,4.7720575
9/1/2016,Victoria,5.6981936
9/1/2016,Queensland,6.0566003
9/1/2016,South Australia,6.5191897
9/1/2016,Western Australia,5.9954396
9/1/2016,Tasmania,6.3443842
9/1/2016,Northern Territory,3.5674637
9/1/2016,Australian Capital Territory,3.4509381
10/1/2016,Australia,5.3626378
10/1/2016,New South Wales,4.7592761
10/1/2016,Victoria,5.5114108
10/1/2016,Queensland,5.5057586
10/1/2016,South Australia,6.3970022
10/1/2016,Western Australia,6.1221121
10/1/2016,Tasmania,6.1943051
10/1/2016,Northern Territory,3.9467765
10/1/2016,Australian Capital Territory,3.6441705
11/1/2016,Australia,5.3783134
11/1/2016,New South Wales,4.680259
11/1/2016,Victoria,5.700743
11/1/2016,Queensland,5.3809737
11/1/2016,South Australia,6.659014
11/1/2016,Western Australia,6.0028316
11/1/2016,Tasmania,6.2146745
11/1/2016,Northern Territory,4.1480524
11/1/2016,Australian Capital Territory,4.0193282
12/1/2016,Australia,5.6216565
12/1/2016,New South Wales,5.0341826
12/1/2016,Victoria,5.872368
12/1/2016,Queensland,5.6512187
12/1/2016,South Australia,6.5113173
12/1/2016,Western Australia,6.45554
12/1/2016,Tasmania,6.3708885
12/1/2016,Northern Territory,4.2894124
12/1/2016,Australian Capital Territory,3.4816483
1/1/2017,Australia,6.1179372
1/1/2017,New South Wales,5.5002542
1/1/2017,Victoria,6.3471061
1/1/2017,Queensland,6.4799537
1/1/2017,South Australia,6.6398238
1/1/2017,Western Australia,6.8160275
1/1/2017,Tasmania,5.8829966
1/1/2017,Northern Territory,5.2677812
1/1/2017,Australian Capital Territory,4.0725732
2/1/2017,Australia,6.3954324
2/1/2017,New South Wales,5.6360637
2/1/2017,Victoria,6.3529111
2/1/2017,Queensland,7.5468163
2/1/2017,South Australia,6.9727761
2/1/2017,Western Australia,6.7181277
2/1/2017,Tasmania,6.0395335
2/1/2017,Northern Territory,4.7316586
2/1/2017,Australian Capital Territory,4.7389194
3/1/2017,Australia,6.2083132
3/1/2017,New South Wales,5.3356324
3/1/2017,Victoria,6.5721297
3/1/2017,Queensland,6.5714527
3/1/2017,South Australia,7.3495008
3/1/2017,Western Australia,6.8664405
3/1/2017,Tasmania,6.1441763
3/1/2017,Northern Territory,5.6794504
3/1/2017,Australian Capital Territory,4.1223698
4/1/2017,Australia,5.6476948
4/1/2017,New South Wales,4.61081
4/1/2017,Victoria,6.2488381
4/1/2017,Queensland,6.0141495
4/1/2017,South Australia,7.0960984
4/1/2017,Western Australia,5.9005489
4/1/2017,Tasmania,5.6498978
4/1/2017,Northern Territory,5.775381
4/1/2017,Australian Capital Territory,3.6544914
5/1/2017,Australia,5.4413009
5/1/2017,New South Wales,4.6680956
5/1/2017,Victoria,5.8650873
5/1/2017,Queensland,5.8473563
5/1/2017,South Australia,6.8869541
5/1/2017,Western Australia,5.3260113
5/1/2017,Tasmania,5.6796502
5/1/2017,Northern Territory,4.5180025
5/1/2017,Australian Capital Territory,3.6975335
6/1/2017,Australia,5.4693022
6/1/2017,New South Wales,4.7040858
6/1/2017,Victoria,5.6376704
6/1/2017,Queensland,6.263137
6/1/2017,South Australia,6.3758241
6/1/2017,Western Australia,5.401239
6/1/2017,Tasmania,5.4058127
6/1/2017,Northern Territory,5.1425819
6/1/2017,Australian Capital Territory,4.7873358
7/1/2017,Australia,5.5026884
7/1/2017,New South Wales,4.8969009
7/1/2017,Victoria,5.9752679
7/1/2017,Queensland,5.7754842
7/1/2017,South Australia,6.094422
7/1/2017,Western Australia,5.3166206
7/1/2017,Tasmania,6.2135255
7/1/2017,Northern Territory,5.0474662
7/1/2017,Australian Capital Territory,4.4957169
8/1/2017,Australia,5.5259763
8/1/2017,New South Wales,4.9261745
8/1/2017,Victoria,6.1524243
8/1/2017,Queensland,5.582906
8/1/2017,South Australia,5.4916847
8/1/2017,Western Australia,5.8295383
8/1/2017,Tasmania,6.038249
8/1/2017,Northern Territory,5.0989589
8/1/2017,Australian Capital Territory,4.1812213
9/1/2017,Australia,5.3179735
9/1/2017,New South Wales,4.5388833
9/1/2017,Victoria,5.8966631
9/1/2017,Queensland,5.605781
9/1/2017,South Australia,5.5698195
9/1/2017,Western Australia,5.68301
9/1/2017,Tasmania,5.3914014
9/1/2017,Northern Territory,5.2093576
9/1/2017,Australian Capital Territory,4.1412791
10/1/2017,Australia,5.1699209
10/1/2017,New South Wales,4.4836477
10/1/2017,Victoria,5.4343744
10/1/2017,Queensland,5.434312
10/1/2017,South Australia,5.7345446
10/1/2017,Western Australia,5.8503665
10/1/2017,Tasmania,5.9600239
10/1/2017,Northern Territory,4.7363191
10/1/2017,Australian Capital Territory,3.5283973
11/1/2017,Australia,5.0794102
11/1/2017,New South Wales,4.4686133
11/1/2017,Victoria,5.1628276
11/1/2017,Queensland,5.1323252
11/1/2017,South Australia,5.9737427
11/1/2017,Western Australia,6.0238698
11/1/2017,Tasmania,5.6620375
11/1/2017,Northern Territory,5.6141543
11/1/2017,Australian Capital Territory,3.9564252
12/1/2017,Australia,5.4000296
12/1/2017,New South Wales,4.7353262
12/1/2017,Victoria,5.9659168
12/1/2017,Queensland,5.4528253
12/1/2017,South Australia,5.8269652
12/1/2017,Western Australia,5.6584459
12/1/2017,Tasmania,6.0819549
12/1/2017,Northern Territory,5.770716
12/1/2017,Australian Capital Territory,4.111952
1/1/2018,Australia,5.9647438
1/1/2018,New South Wales,5.5959945
1/1/2018,Victoria,6.1190023
1/1/2018,Queensland,6.3997028
1/1/2018,South Australia,6.3451143
1/1/2018,Western Australia,6.0057049
1/1/2018,Tasmania,5.4027901
1/1/2018,Northern Territory,5.1540723
1/1/2018,Australian Capital Territory,4.7815816
2/1/2018,Australia,6.0600152
2/1/2018,New South Wales,5.2448741
2/1/2018,Victoria,6.0176264
2/1/2018,Queensland,6.938125
2/1/2018,South Australia,6.7165902
2/1/2018,Western Australia,6.6969753
2/1/2018,Tasmania,6.2794069
2/1/2018,Northern Territory,5.7010979
2/1/2018,Australian Capital Territory,4.7235577
3/1/2018,Australia,5.8829084
3/1/2018,New South Wales,5.2964431
3/1/2018,Victoria,5.5502487
3/1/2018,Queensland,6.5441762
3/1/2018,South Australia,5.8745847
3/1/2018,Western Australia,7.3890914
3/1/2018,Tasmania,6.2111621
3/1/2018,Northern Territory,5.6336735
3/1/2018,Australian Capital Territory,4.2826441
4/1/2018,Australia,5.5909922
4/1/2018,New South Wales,4.9138863
4/1/2018,Victoria,5.3307039
4/1/2018,Queensland,6.5426946
4/1/2018,South Australia,5.9112686
4/1/2018,Western Australia,6.4844891
4/1/2018,Tasmania,5.759843
4/1/2018,Northern Territory,5.7184067
4/1/2018,Australian Capital Territory,3.7544721
5/1/2018,Australia,5.3318852
5/1/2018,New South Wales,4.8360724
5/1/2018,Victoria,4.928583
5/1/2018,Queensland,6.1985881
5/1/2018,South Australia,5.6756912
5/1/2018,Western Australia,6.0355256
5/1/2018,Tasmania,6.4132764
5/1/2018,Northern Territory,5.1668021
5/1/2018,Australian Capital Territory,3.5200134
6/1/2018,Australia,5.1902382
6/1/2018,New South Wales,4.5707516
6/1/2018,Victoria,5.2944065
6/1/2018,Queensland,5.8260261
6/1/2018,South Australia,5.3336156
6/1/2018,Western Australia,5.6595362
6/1/2018,Tasmania,5.6415137
6/1/2018,Northern Territory,5.6952039
6/1/2018,Australian Capital Territory,3.3551429
7/1/2018,Australia,5.2082818
7/1/2018,New South Wales,4.8301299
7/1/2018,Victoria,4.855428
7/1/2018,Queensland,5.737791
7/1/2018,South Australia,5.6063802
7/1/2018,Western Australia,5.8818604
7/1/2018,Tasmania,6.5668987
7/1/2018,Northern Territory,5.7523797
7/1/2018,Australian Capital Territory,3.6431986
8/1/2018,Australia,5.2446461
8/1/2018,New South Wales,4.6841193
8/1/2018,Victoria,4.7979467
8/1/2018,Queensland,6.0714914
8/1/2018,South Australia,5.5041788
8/1/2018,Western Australia,6.3517377
8/1/2018,Tasmania,5.8714847
8/1/2018,Northern Territory,5.1067085
8/1/2018,Australian Capital Territory,3.9765616
9/1/2018,Australia,4.8744598
9/1/2018,New South Wales,4.2886989
9/1/2018,Victoria,4.4806317
9/1/2018,Queensland,5.6210116
9/1/2018,South Australia,5.2727015
9/1/2018,Western Australia,5.9776396
9/1/2018,Tasmania,5.6466469
9/1/2018,Northern Territory,5.0583447
9/1/2018,Australian Capital Territory,3.4759824
10/1/2018,Australia,4.7894671
10/1/2018,New South Wales,4.349952
10/1/2018,Victoria,4.2469388
10/1/2018,Queensland,5.6514537
10/1/2018,South Australia,5.3551466
10/1/2018,Western Australia,5.4957076
10/1/2018,Tasmania,5.0916382
10/1/2018,Northern Territory,5.723042
10/1/2018,Australian Capital Territory,3.5100859
11/1/2018,Australia,4.757507
11/1/2018,New South Wales,4.1160003
11/1/2018,Victoria,4.3360139
11/1/2018,Queensland,5.5103811
11/1/2018,South Australia,5.2354866
11/1/2018,Western Australia,6.0873463
11/1/2018,Tasmania,5.6746665
11/1/2018,Northern Territory,5.3303374
11/1/2018,Australian Capital Territory,2.5208206
12/1/2018,Australia,4.8106408
12/1/2018,New South Wales,4.2751483
12/1/2018,Victoria,4.0725501
12/1/2018,Queensland,5.4365169
12/1/2018,South Australia,5.8794764
12/1/2018,Western Australia,6.2137123
12/1/2018,Tasmania,6.0936852
12/1/2018,Northern Territory,5.5149538
12/1/2018,Australian Capital Territory,3.6630517
1/1/2019,Australia,5.4481704
1/1/2019,New South Wales,4.2919091
1/1/2019,Victoria,5.0314419
1/1/2019,Queensland,6.310947
1/1/2019,South Australia,6.7560071
1/1/2019,Western Australia,7.3081081
1/1/2019,Tasmania,7.3056344
1/1/2019,Northern Territory,5.844588
1/1/2019,Australian Capital Territory,3.7854495
2/1/2019,Australia,5.4048595
2/1/2019,New South Wales,4.6730196
2/1/2019,Victoria,5.1261183
2/1/2019,Queensland,6.112586
2/1/2019,South Australia,6.1382132
2/1/2019,Western Australia,6.2990614
2/1/2019,Tasmania,7.1046036
2/1/2019,Northern Territory,6.6491215
2/1/2019,Australian Capital Territory,3.7354732
3/1/2019,Australia,5.4149019
3/1/2019,New South Wales,4.6335232
3/1/2019,Victoria,4.8818462
3/1/2019,Queensland,6.4924258
3/1/2019,South Australia,6.140208
3/1/2019,Western Australia,6.4726333
3/1/2019,Tasmania,6.9266572
3/1/2019,Northern Territory,5.3989355
3/1/2019,Australian Capital Territory,4.1140167
4/1/2019,Australia,5.2731897
4/1/2019,New South Wales,4.5340938
4/1/2019,Victoria,4.9748789
4/1/2019,Queensland,5.9587286
4/1/2019,South Australia,6.1727304
4/1/2019,Western Australia,6.0490138
4/1/2019,Tasmania,6.9046924
4/1/2019,Northern Territory,5.9963064
4/1/2019,Australian Capital Territory,4.7178609
5/1/2019,Australia,5.0938325
5/1/2019,New South Wales,4.5487018
5/1/2019,Victoria,4.4592137
5/1/2019,Queensland,6.1058032
5/1/2019,South Australia,5.5557144
5/1/2019,Western Australia,5.8977215
5/1/2019,Tasmania,6.3259906
5/1/2019,Northern Territory,6.1384107
5/1/2019,Australian Capital Territory,4.1913677
6/1/2019,Australia,5.0944752
6/1/2019,New South Wales,4.5582359
6/1/2019,Victoria,4.5848621
6/1/2019,Queensland,6.2975171
6/1/2019,South Australia,5.8309336
6/1/2019,Western Australia,5.2765711
6/1/2019,Tasmania,6.7059687
6/1/2019,Northern Territory,5.8781183
6/1/2019,Australian Capital Territory,2.5546477
7/1/2019,Australia,5.1845232
7/1/2019,New South Wales,4.4543758
7/1/2019,Victoria,4.7535061
7/1/2019,Queensland,6.0235218
7/1/2019,South Australia,6.8638933
7/1/2019,Western Australia,5.7175614
7/1/2019,Tasmania,6.3675122
7/1/2019,Northern Territory,6.3424193
7/1/2019,Australian Capital Territory,3.4358383
8/1/2019,Australia,5.2664608
8/1/2019,New South Wales,4.3536104
8/1/2019,Victoria,4.936762
8/1/2019,Queensland,6.2079595
8/1/2019,South Australia,7.1105542
8/1/2019,Western Australia,5.6914651
8/1/2019,Tasmania,6.652853
8/1/2019,Northern Territory,6.2193459
8/1/2019,Australian Capital Territory,4.0456977
9/1/2019,Australia,5.0863237
9/1/2019,New South Wales,4.4059772
9/1/2019,Victoria,4.6377503
9/1/2019,Queensland,6.0988825
9/1/2019,South Australia,5.9804147
9/1/2019,Western Australia,5.6622808
9/1/2019,Tasmania,6.1151858
9/1/2019,Northern Territory,6.7633051
9/1/2019,Australian Capital Territory,3.3617495
10/1/2019,Australia,5.0724142
10/1/2019,New South Wales,4.6899874
10/1/2019,Victoria,4.5133102
10/1/2019,Queensland,6.0184768
10/1/2019,South Australia,5.9729171
10/1/2019,Western Australia,5.3448488
10/1/2019,Tasmania,5.6635791
10/1/2019,Northern Territory,6.4664366
10/1/2019,Australian Capital Territory,2.9566202
11/1/2019,Australia,4.8141541
11/1/2019,New South Wales,4.3613098
11/1/2019,Victoria,4.2908734
11/1/2019,Queensland,5.4752975
11/1/2019,South Australia,6.1528503
11/1/2019,Western Australia,5.351072
11/1/2019,Tasmania,5.8484638
11/1/2019,Northern Territory,6.0604116
11/1/2019,Australian Capital Territory,2.8849704
12/1/2019,Australia,4.826064
12/1/2019,New South Wales,4.3918269
12/1/2019,Victoria,4.7560412
12/1/2019,Queensland,5.1008327
12/1/2019,South Australia,5.9826321
12/1/2019,Western Australia,5.1581657
12/1/2019,Tasmania,5.5611415
12/1/2019,Northern Territory,5.4493498
12/1/2019,Australian Capital Territory,2.9796165
1/1/2020,Australia,5.6823157
1/1/2020,New South Wales,4.8199882
1/1/2020,Victoria,5.8213934
1/1/2020,Queensland,6.5426215
1/1/2020,South Australia,6.0257661
1/1/2020,Western Australia,6.2757536
1/1/2020,Tasmania,6.1797431
1/1/2020,Northern Territory,6.2566225
1/1/2020,Australian Capital Territory,3.3835533
2/1/2020,Australia,5.5334908
2/1/2020,New South Wales,4.982252
2/1/2020,Victoria,5.7137765
2/1/2020,Queensland,6.1201524
2/1/2020,South Australia,6.1960639
2/1/2020,Western Australia,5.4655881
2/1/2020,Tasmania,5.2487602
2/1/2020,Northern Territory,7.303459
2/1/2020,Australian Capital Territory,3.2884973
3/1/2020,Australia,5.5284613
3/1/2020,New South Wales,5.1209546
3/1/2020,Victoria,5.4208862
3/1/2020,Queensland,5.9456243
3/1/2020,South Australia,6.4891721
3/1/2020,Western Australia,5.8679618
3/1/2020,Tasmania,5.0729243
3/1/2020,Northern Territory,7.1291908
3/1/2020,Australian Capital Territory,3.6072476
4/1/2020,Australia,6.3828178
4/1/2020,New South Wales,6.2643871
4/1/2020,Victoria,6.0903101
4/1/2020,Queensland,7.0445779
4/1/2020,South Australia,7.1361034
4/1/2020,Western Australia,6.1106017
4/1/2020,Tasmania,6.1012817
4/1/2020,Northern Territory,7.2656726
4/1/2020,Australian Capital Territory,4.1865177
5/1/2020,Australia,6.8659073
5/1/2020,New South Wales,6.2775734
5/1/2020,Victoria,6.5943476
5/1/2020,Queensland,7.7003119
5/1/2020,South Australia,7.6726156
5/1/2020,Western Australia,7.6934639
5/1/2020,Tasmania,6.3216796
5/1/2020,Northern Territory,8.1585099
5/1/2020,Australian Capital Territory,3.9335327
6/1/2020,Australia,7.210689
6/1/2020,New South Wales,6.6319396
6/1/2020,Victoria,7.0922355
6/1/2020,Queensland,7.8083426
6/1/2020,South Australia,8.3761274
6/1/2020,Western Australia,7.9430071
6/1/2020,Tasmania,6.8595279
6/1/2020,Northern Territory,7.1254408
6/1/2020,Australian Capital Territory,4.2780541
7/1/2020,Australia,7.3328161
7/1/2020,New South Wales,7.0736072
7/1/2020,Victoria,6.6903177
7/1/2020,Queensland,8.3355682
7/1/2020,South Australia,7.8932418
7/1/2020,Western Australia,7.9696923
7/1/2020,Tasmania,6.4452253
7/1/2020,Northern Territory,8.3859126
7/1/2020,Australian Capital Territory,4.6167074
8/1/2020,Australia,6.8184592
8/1/2020,New South Wales,6.4487526
8/1/2020,Victoria,7.087548
8/1/2020,Queensland,7.083295
8/1/2020,South Australia,7.5923093
8/1/2020,Western Australia,6.813237
8/1/2020,Tasmania,6.4954229
8/1/2020,Northern Territory,6.2309278
8/1/2020,Australian Capital Territory,4.5194705
9/1/2020,Australia,6.7233938
9/1/2020,New South Wales,6.7895698
9/1/2020,Victoria,6.5500766
9/1/2020,Queensland,7.1412922
9/1/2020,South Australia,6.6194767
9/1/2020,Western Australia,6.6373408
9/1/2020,Tasmania,7.5134403
9/1/2020,Northern Territory,5.8882805
9/1/2020,Australian Capital Territory,3.9071848
10/1/2020,Australia,6.6590398
10/1/2020,New South Wales,6.3366722
10/1/2020,Victoria,6.8340075
10/1/2020,Queensland,7.2437439
10/1/2020,South Australia,6.6874771
10/1/2020,Western Australia,6.3958408
10/1/2020,Tasmania,7.5942997
10/1/2020,Northern Territory,6.693284
10/1/2020,Australian Capital Territory,3.8381178
11/1/2020,Australia,6.333426
11/1/2020,New South Wales,6.0014448
11/1/2020,Victoria,6.6879498
11/1/2020,Queensland,6.7249924
11/1/2020,South Australia,6.1369957
11/1/2020,Western Australia,6.1148571
11/1/2020,Tasmania,7.4667708
11/1/2020,Northern Territory,6.1202201
11/1/2020,Australian Capital Territory,3.7355274
12/1/2020,Australia,6.2447528
12/1/2020,New South Wales,6.15731
12/1/2020,Victoria,6.3032923
12/1/2020,Queensland,6.6176141
12/1/2020,South Australia,6.19633
12/1/2020,Western Australia,6.0611362
12/1/2020,Tasmania,6.9462749
12/1/2020,Northern Territory,5.6228382
12/1/2020,Australian Capital Territory,3.7212103
1/1/2021,Australia,6.8049818
1/1/2021,New South Wales,6.4244228
1/1/2021,Victoria,6.8833739
1/1/2021,Queensland,7.2865192
1/1/2021,South Australia,7.4912178
1/1/2021,Western Australia,6.8723482
1/1/2021,Tasmania,6.3527915
1/1/2021,Northern Territory,6.0696701
1/1/2021,Australian Capital Territory,4.9192575
2/1/2021,Australia,6.3008989
2/1/2021,New South Wales,6.0455581
2/1/2021,Victoria,6.139979
2/1/2021,Queensland,6.6698979
2/1/2021,South Australia,7.2311178
2/1/2021,Western Australia,6.4412654
2/1/2021,Tasmania,6.0271385
2/1/2021,Northern Territory,6.3301892
2/1/2021,Australian Capital Territory,4.962151
3/1/2021,Australia,6.0038069
3/1/2021,New South Wales,5.769706
3/1/2021,Victoria,6.3605817
3/1/2021,Queensland,6.2585114
3/1/2021,South Australia,6.5682186
3/1/2021,Western Australia,5.242888
3/1/2021,Tasmania,6.0367857
3/1/2021,Northern Territory,7.1037477
3/1/2021,Australian Capital Territory,3.9778012
4/1/2021,Australia,5.5595543
4/1/2021,New South Wales,5.4370323
4/1/2021,Victoria,5.5554138
4/1/2021,Queensland,6.0326367
4/1/2021,South Australia,5.8958327
4/1/2021,Western Australia,5.0443146
4/1/2021,Tasmania,6.1492464
4/1/2021,Northern Territory,5.6162703
4/1/2021,Australian Capital Territory,3.6379814
5/1/2021,Australia,5.0137583
5/1/2021,New South Wales,5.0274875
5/1/2021,Victoria,4.6612955
5/1/2021,Queensland,5.4220982
5/1/2021,South Australia,5.7500671
5/1/2021,Western Australia,4.6254238
5/1/2021,Tasmania,5.6208924
5/1/2021,Northern Territory,5.9043492
